postID,userID,activityID,page,user_activity_timestamp,recommendationID,nearPlaceID,placeID,eventID,engagementType,engagement_timestamp
125,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec2,np197,place93,,,
125,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec2,np224,place96,,,
319,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec99,np109,place77,,,
319,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec99,np238,place3,,,
319,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec99,np331,place47,,,
319,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec99,np165,place86,,,
183,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec36,np220,place8,event4,Save,2024-05-30T00:04:52.000+02:00
144,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec83,,,event334,Save,2024-05-22T22:26:20.000+02:00
375,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec95,np194,place60,,,
375,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec95,np55,place27,,,
221,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec88,np397,place46,,,
221,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec88,np152,place117,,,
221,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec88,np231,place164,,,
419,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec72,np2,place42,,,
419,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec72,np287,place132,,,
161,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec46,np54,place187,,,
161,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec46,np336,place155,,,
286,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec50,np214,place196,,,
389,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec23,np243,place98,,,
389,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec23,np1,place190,,,
389,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec23,np392,place37,,,
389,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec23,np315,place173,,,
397,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec70,np169,place108,,,
142,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec18,np308,place83,,,
399,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec82,,,,,
101,user2,Share,Profile Page,2024-05-08T01:01:00.000+02:00,rec92,,,,,
186,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec37,,,,,
356,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec10,np270,place191,,,
356,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec10,np6,place182,,,
396,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec18,np346,place145,,,
396,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec18,np55,place22,,,
224,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec97,np81,place179,,,
224,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec97,np351,place78,,,
224,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec97,np288,place23,,,
199,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec90,,,event228,Like,2024-05-02T12:14:41.000+02:00
283,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec9,,,,,
467,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec68,np89,place111,,,
368,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec78,np385,place43,,,
368,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec78,np76,place5,,,
494,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec69,np14,place13,,,
494,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec69,np90,place12,,,
344,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec64,,,,,
310,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec28,np355,place56,,,
289,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec3,np365,place175,,,
289,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec3,np397,place107,,,
289,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec3,np149,place23,,,
125,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec2,np75,place152,,,
125,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec2,np197,place93,,,
125,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec2,np224,place96,,,
319,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec99,np109,place77,,,
319,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec99,np238,place3,,,
319,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec99,np331,place47,,,
319,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec99,np165,place86,,,
183,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec36,np220,place8,event4,Save,2024-05-30T00:04:52.000+02:00
144,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec83,,,event334,Save,2024-05-22T22:26:20.000+02:00
375,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec95,np194,place60,,,
375,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec95,np55,place27,,,
221,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec88,np397,place46,,,
221,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec88,np152,place117,,,
221,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec88,np231,place164,,,
419,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec72,np2,place42,,,
419,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec72,np287,place132,,,
161,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec46,np54,place187,,,
161,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec46,np336,place155,,,
286,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec50,np214,place196,,,
389,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec23,np243,place98,,,
389,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec23,np1,place190,,,
389,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec23,np392,place37,,,
389,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec23,np315,place173,,,
397,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec70,np169,place108,,,
142,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec18,np308,place83,,,
399,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec82,,,,,
101,user2,Comment,Profile Page,2024-05-08T01:24:00.000+02:00,rec92,,,,,
250,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec15,np25,place188,,,
175,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec55,,,,,
395,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec55,np323,place46,,,
134,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec72,np330,place95,,,
134,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec72,np246,place12,,,
134,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec72,np318,place147,,,
134,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec72,np133,place43,,,
182,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec24,np373,place74,event171,Share,2024-05-31T10:32:10.000+02:00
368,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec18,np385,place43,,,
368,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec18,np76,place5,,,
435,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec90,np8,place65,,,
435,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec90,np35,place134,,,
407,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec68,,,,,
363,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec49,np377,place112,,,
124,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec7,np357,place50,event178,Share,2024-05-31T15:04:13.000+02:00
124,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec7,np153,place171,event178,Share,2024-05-31T15:04:13.000+02:00
188,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec61,np370,place40,,,
441,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec36,np226,place99,,,
441,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec36,np109,place9,,,
299,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec92,np224,place117,,,
380,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec18,,,,,
161,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec70,np54,place187,event37,Save,2024-05-12T17:20:58.000+02:00
161,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec70,np336,place155,event37,Save,2024-05-12T17:20:58.000+02:00
341,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec5,np167,place145,,,
341,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec5,np235,place186,,,
341,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec5,np176,place19,,,
313,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec4,np342,place36,,,
329,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec43,,,,,
121,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec34,np95,place124,,,
332,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec35,np121,place134,,,
332,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec35,np388,place152,,,
332,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec35,np81,place85,,,
387,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec50,,,,,
309,user5,Follow/Unfollow,Profile Page,2024-05-08T03:13:00.000+02:00,rec97,np287,place114,,,
288,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec58,,,,,
447,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec70,np59,place135,,,
447,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec70,np382,place61,,,
443,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec13,,,,,
449,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec14,np167,place177,,,
203,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec25,np239,place147,,,
229,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec92,np276,place158,,,
347,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec67,np195,place89,,,
460,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec10,np275,place105,,,
460,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec10,np304,place30,,,
122,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec10,np367,place132,,,
278,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec22,np166,place181,,,
278,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec22,np164,place126,,,
172,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec7,np294,place84,,,
205,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec50,np224,place85,,,
272,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec4,np211,place26,,,
272,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec4,np379,place19,,,
494,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec76,np14,place13,,,
494,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec76,np90,place12,,,
248,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec52,,,,,
435,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec69,np8,place65,,,
435,user19,Notification Interaction,Notifications,2024-05-08T05:54:00.000+02:00,rec69,np35,place134,,,
111,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec70,np381,place97,event112,Like,2024-05-03T20:40:38.000+02:00
462,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec57,np349,place73,,,
485,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec95,np153,place125,,,
485,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec95,np255,place12,,,
445,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec22,,,,,
337,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec56,,,,,
499,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec58,,,,,
429,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec15,np5,place125,,,
454,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec75,np77,place6,,,
454,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec75,np357,place124,,,
497,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec52,np300,place160,,,
155,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec13,np25,place160,event333,Save,2024-05-07T09:24:40.000+02:00
260,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec93,np179,place195,,,
213,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec53,,,,,
231,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec84,np85,place176,,,
231,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec84,np313,place106,,,
192,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec32,np276,place191,,,
250,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec55,np25,place188,,,
422,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec80,np46,place20,,,
422,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec80,np385,place26,,,
358,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec74,np335,place27,,,
358,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec74,np309,place94,,,
179,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec50,,,,,
392,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec25,np137,place103,,,
103,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec74,,,,,
224,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec9,np81,place179,,,
224,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec9,np351,place78,,,
224,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec9,np288,place23,,,
441,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec64,np226,place99,,,
441,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec64,np109,place9,,,
229,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec71,np276,place158,,,
286,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec76,np214,place196,,,
238,user14,Follow/Unfollow,Profile Page,2024-05-08T08:56:00.000+02:00,rec77,np226,place34,,,
469,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec63,,,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec75,np133,place129,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec75,np7,place72,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec75,np181,place182,,,
365,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec75,np62,place90,,,
124,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec87,np357,place50,,,
124,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec87,np153,place171,,,
355,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec31,,,,,
105,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec25,np280,place191,event435,Share,2024-05-20T06:31:02.000+02:00
144,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec44,,,,,
136,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec43,,,event299,Like,2024-05-17T17:51:13.000+02:00
136,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec43,,,event339,Like,2024-05-14T14:48:54.000+02:00
297,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec90,np25,place125,,,
297,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec90,np61,place192,,,
368,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec63,np385,place43,,,
368,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec63,np76,place5,,,
377,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec48,np69,place133,,,
254,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec8,np373,place2,,,
254,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec8,np71,place165,,,
489,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec26,np358,place32,,,
304,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec6,,,,,
396,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec29,np346,place145,,,
396,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec29,np55,place22,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec70,np121,place134,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec70,np388,place152,,,
332,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec70,np81,place85,,,
324,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec34,np116,place43,,,
346,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec87,np282,place143,,,
348,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec89,np63,place126,,,
348,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec89,np315,place86,,,
331,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec68,np45,place141,,,
331,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec68,np14,place16,,,
473,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec43,np191,place139,,,
473,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec43,np243,place88,,,
255,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec19,,,,,
220,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec58,,,,,
401,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec41,np290,place90,,,
401,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec41,np188,place6,,,
480,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec16,np365,place63,,,
153,user20,Follow/Unfollow,Profile Page,2024-05-08T09:01:00.000+02:00,rec95,np273,place32,event121,Share,2024-05-12T14:08:56.000+02:00
237,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec81,np195,place9,,,
237,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec81,np392,place195,,,
237,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec81,np354,place193,,,
113,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec93,np213,place160,,,
113,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec93,np146,place198,,,
113,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec93,np98,place8,,,
279,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec66,,,,,
109,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec59,,,event454,Share,2024-05-05T02:32:28.000+02:00
299,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec71,np224,place117,,,
310,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec35,np355,place56,,,
319,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np109,place77,,,
319,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np238,place3,,,
319,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np331,place47,,,
319,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np165,place86,,,
363,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec94,np377,place112,,,
447,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec85,np59,place135,,,
447,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec85,np382,place61,,,
359,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,np6,place71,,,
359,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,np389,place33,,,
359,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,np180,place163,,,
436,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec74,np348,place18,,,
436,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec74,np78,place135,,,
436,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec74,np397,place103,,,
436,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec74,np80,place67,,,
360,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np12,place82,,,
360,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np76,place157,,,
360,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec61,np186,place174,,,
130,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec1,np201,place149,event118,Save,2024-05-04T07:39:17.000+02:00
262,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec34,np187,place9,,,
262,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec34,np203,place63,,,
420,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,,,,,
296,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec31,np395,place106,,,
246,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec41,np184,place132,,,
246,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec41,np12,place7,,,
246,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec41,np213,place191,,,
192,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec86,np276,place191,,,
362,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec36,np261,place15,,,
362,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec36,np91,place197,,,
431,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,,,,,
489,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec37,np358,place32,,,
497,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec44,np300,place160,,,
382,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec36,np392,place73,,,
277,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec45,np159,place141,,,
184,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec19,np17,place95,,,
258,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec54,np325,place187,,,
280,user6,Profile Update,Settings,2024-05-08T12:06:00.000+02:00,rec93,,,,,
153,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec91,np273,place32,,,
312,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec21,np361,place11,,,
312,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec21,np22,place192,,,
362,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec41,np261,place15,,,
362,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec41,np91,place197,,,
265,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec24,np297,place29,,,
265,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec24,np161,place127,,,
189,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec68,,,,,
493,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec73,np295,place62,,,
148,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec28,np34,place124,,,
148,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec28,np342,place139,,,
148,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec28,np209,place188,,,
148,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec28,np181,place196,,,
190,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec93,,,event111,Share,2024-05-14T06:41:46.000+02:00
190,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec93,,,event272,Share,2024-05-11T12:43:36.000+02:00
379,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec15,np91,place41,,,
379,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec15,np121,place182,,,
117,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec16,,,,,
116,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec88,,,event184,Share,2024-05-29T04:53:48.000+02:00
432,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec34,np342,place53,,,
432,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec34,np390,place193,,,
428,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec46,np305,place16,,,
428,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec46,np27,place7,,,
394,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec27,,,,,
349,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec76,np193,place107,,,
260,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec87,np179,place195,,,
463,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec76,np54,place38,,,
463,user10,Search,Dashboard,2024-05-08T19:35:00.000+02:00,rec76,np215,place17,,,
